subject_id,title,release_year,region,tags,rating,votes,chart_rank,page_url,poster_url,poster_local,directors,casts,aliases,duration,imdb_id,source_label,crawled_at,summary
1292287,新龙门客栈,1992,中国香港 中国大陆,"动作,爱情,武侠,古装",8.7,512994,222,https://movie.douban.com/subject/1292287/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,posters/1292287.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
4739952,初恋这件小事,2010,泰国,"剧情,喜剧,爱情",8.5,1055151,223,https://movie.douban.com/subject/4739952/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,posters/4739952.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1300117,千钧一发,1997,美国,"剧情,科幻,惊悚",8.8,353322,224,https://movie.douban.com/subject/1300117/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792423963.jpg,posters/1300117.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1302827,人工智能,2001,美国,"剧情,科幻",8.7,505531,225,https://movie.douban.com/subject/1302827/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,posters/1302827.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1959877,崖上的波妞,2008,日本,"动画,奇幻,冒险",8.6,578646,226,https://movie.douban.com/subject/1959877/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,posters/1959877.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1291870,雨人,1988,美国,剧情,8.7,444885,227,https://movie.douban.com/subject/1291870/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,posters/1291870.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1296909,虎口脱险,1966,法国 英国,"喜剧,战争",8.9,298046,228,https://movie.douban.com/subject/1296909/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,posters/1296909.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1457217,哈利·波特与凤凰社,2007,英国 美国,"奇幻,冒险",8.6,700181,229,https://movie.douban.com/subject/1457217/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456924.jpg,posters/1457217.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
25807345,彗星来的那一夜,2013,美国 英国,"科幻,悬疑,惊悚",8.6,689904,230,https://movie.douban.com/subject/25807345/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,posters/25807345.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1291879,罗生门,1950,日本,"剧情,犯罪,悬疑",8.8,360408,231,https://movie.douban.com/subject/1291879/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,posters/1291879.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
25980443,海边的曼彻斯特,2016,美国,"剧情,家庭",8.6,657449,232,https://movie.douban.com/subject/25980443/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,posters/25980443.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
1309163,恋恋笔记本,2004,美国,"剧情,爱情",8.5,753308,233,https://movie.douban.com/subject/1309163/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,posters/1309163.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
25864085,火星救援,2015,英国 美国 匈牙利 约旦,"剧情,科幻,冒险",8.5,842487,234,https://movie.douban.com/subject/25864085/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264592493.jpg,posters/25864085.jpg,,,,,,https://movie.douban.com/top250,2026-05-06 14:00:05,
